name,cuisines,rating,price_for_two,address,query,latitude,longitude
Saz Cafe,"American, Pizza, Pasta, Bar Food, Burger, Desserts",4.3,"₹2,000 for two","Lower Parel, Mumbai","Saz Cafe Lower Parel, Mumbai",19.00192,72.82925
Cafe Holiday,"Cafe, Beverages, North Indian, Italian, Continental, Asian, Salad, Desserts",New,"₹1,000 for two","Wagle Estate, Thane West, Thane","Cafe Holiday Wagle Estate, Thane West, Thane",19.18931,72.95244
Kona Eatery & Bar,"North Indian, Chinese, Continental, Biryani, Italian, Bar Food, Desserts",New,"₹1,300 for two","CBD-Belapur, Navi Mumbai","Kona Eatery & Bar CBD-Belapur, Navi Mumbai",19.01601,73.03791
Taki Taki,"Sushi, Japanese, Asian, Thai, Chinese, Desserts",4.7,"₹3,000 for two","Lower Parel, Mumbai","Taki Taki Lower Parel, Mumbai",19.0025,72.82763
Mizu,"Japanese, Sushi, Seafood, Ice Cream, Desserts",4.0,"₹2,500 for two","Khar, Mumbai","Mizu Khar, Mumbai",19.06587,72.83283
Folk,"North Indian, Goan, Salad, Desserts, Beverages",4.8,"₹1,000 for two","Fort, Mumbai","Folk Fort, Mumbai",18.9342,72.83402
"West 1 - The Park, Navi Mumbai","North Indian, Continental, Bar Food, Fast Food, Beverages",4.0,"₹3,000 for two","The Park, CBD Belapur, Navi Mumbai","West 1 - The Park, Navi Mumbai The Park, CBD Belapur, Navi Mumbai",19.02495,73.03699
Rasotsav,"Gujarati, North Indian",4.5,"₹1,400 for two","Andheri Lokhandwala, Andheri West, Mumbai","Rasotsav Andheri Lokhandwala, Andheri West, Mumbai",19.13636,72.82553
Diablo,"Asian, North Indian, Chinese, Desserts, Beverages",4.2,"₹1,900 for two","Worli, Mumbai","Diablo Worli, Mumbai",19.00615,72.82744
One 'O' One,"Asian, North Indian, Pizza, Continental",4.1,"₹1,500 for two","Kandivali East, Mumbai","One 'O' One Kandivali East, Mumbai",19.2121,72.87165
Tessa,"Continental, North Indian, Italian, Biryani, Seafood, Mughlai, Chinese, Bar Food",4.5,"₹1,200 for two","Malad West, Mumbai","Tessa Malad West, Mumbai",19.19619,72.8121
Three 60 Daily Bar & Kitchen,"Bar Food, North Indian, Mughlai, Biryani, Kebab, Chinese, Seafood, Desserts",4.5,"₹1,000 for two","Versova, Andheri West, Mumbai","Three 60 Daily Bar & Kitchen Versova, Andheri West, Mumbai",19.1283,72.81626
Baoji Asian Home,"Chinese, Asian, Japanese, Rolls, Korean, Sushi, Seafood, Beverages",4.6,"₹2,000 for two","Andheri Lokhandwala, Andheri West, Mumbai","Baoji Asian Home Andheri Lokhandwala, Andheri West, Mumbai",19.14031,72.83299
Lake View Cafe - The Westin Mumbai Powai Lake,"North Indian, Chinese, Italian, Mughlai, Desserts, Beverages",4.0,"₹3,500 for two","The Westin Mumbai Powai Lake, Mumbai","Lake View Cafe - The Westin Mumbai Powai Lake The Westin Mumbai Powai Lake, Mumbai",19.13446,72.90129
Gosssip Corner,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages",3.9,"₹1,200 for two","Borivali West, Mumbai","Gosssip Corner Borivali West, Mumbai",19.2393,72.84273
Hillview Cafe - Marriott Executive Apartments Navi Mumbai,"North Indian, Continental, Asian, Salad, Chinese, Pizza, Biryani, Desserts",4.3,"₹2,100 for two","Turbhe, Navi Mumbai","Hillview Cafe - Marriott Executive Apartments Navi Mumbai Turbhe, Navi Mumbai",19.0633,73.02747
Mynt - Vivanta Navi Mumbai,"Continental, North Indian, Pizza, Pasta, Salad, Seafood, Desserts, Beverages",4.2,"₹3,500 for two","Turbhe, Navi Mumbai","Mynt - Vivanta Navi Mumbai Turbhe, Navi Mumbai",19.06275,73.02306
Hops Kitchen & Bar,"North Indian, Chinese, Sichuan, Bar Food",4.4,"₹1,900 for two","Andheri Lokhandwala, Andheri West, Mumbai","Hops Kitchen & Bar Andheri Lokhandwala, Andheri West, Mumbai",19.14656,72.82345
Mia Cucina,"Italian, Pizza, Panini, Continental, Pasta, Desserts",4.3,"₹2,500 for two","Transocean House, Powai, Mumbai","Mia Cucina Transocean House, Powai, Mumbai",19.11982,72.90723
Persian Darbar,"North Indian, Biryani, Kebab, Chinese, Mughlai",4.0,"₹1,800 for two","Times Square, Marol, Mumbai","Persian Darbar Times Square, Marol, Mumbai",19.10982,72.87572
Rajdhani,North Indian,4.1,"₹1,200 for two","Vashi, Navi Mumbai","Rajdhani Vashi, Navi Mumbai",19.08342,73.00641
Zoca Cafe,"Cafe, Coffee, Beverages, Pizza, Chinese, Continental, Pasta, Desserts",4.0,"₹1,200 for two","Veera Desai Area, Mumbai","Zoca Cafe Veera Desai Area, Mumbai",19.12752,72.83756
93 East Lounge,"Bar Food, Beverages",4.3,"₹1,000 for two","Mahakali, Mumbai","93 East Lounge Mahakali, Mumbai",,
Sao By The Sea,"Goan, Seafood, Continental",New,"₹2,000 for two","Gorai, Mumbai","Sao By The Sea Gorai, Mumbai",19.00591,72.82456
Green Leaf Family Restaurant Lounge And Pub,"North Indian, Continental, Chinese, Seafood, Fast Food, Mughlai, Desserts, Beverages",3.5,"₹1,500 for two","Kalyan, Thane","Green Leaf Family Restaurant Lounge And Pub Kalyan, Thane",19.18214,73.15238
"August Cafe - Deli, Bakery & Patisserie","Cafe, Beverages, Italian, Continental, Asian, Healthy Food, Mediterranean, Desserts",4.3,"₹1,600 for two","Andheri Lokhandwala, Andheri West, Mumbai","August Cafe - Deli, Bakery & Patisserie Andheri Lokhandwala, Andheri West, Mumbai",19.14273,72.82453
Earth Cafe @ Juhu,"Cafe, Coffee, Continental, Healthy Food, Italian, Fast Food, Desserts, Beverages",4.2,"₹2,000 for two","Juhu, Mumbai","Earth Cafe @ Juhu Juhu, Mumbai",19.10646,72.82627
The Atrangii House,"Chinese, North Indian, Finger Food, Asian, Italian, Oriental, Fast Food, Desserts",4.5,"₹1,800 for two","Airoli, Navi Mumbai","The Atrangii House Airoli, Navi Mumbai",19.14515,72.98917
Mini Punjab Restaurant & Bar,"North Indian, Chinese, Biryani, Mughlai, Beverages, Bar Food, Bakery, BBQ",4.0,"₹1,000 for two","Vashi, Navi Mumbai","Mini Punjab Restaurant & Bar Vashi, Navi Mumbai",19.01125,73.03513
Till Next Time,"Continental, Chinese, Pizza, Pasta, Italian, Fast Food, Beverages",4.0,"₹1,000 for two","Juhu, Mumbai","Till Next Time Juhu, Mumbai",19.11591,72.82851
Coco Cafe,"Cafe, Coffee, Sandwich, Healthy Food, Continental, Fast Food, Shake, Beverages",4.5,"₹1,200 for two","Oberoi Mall, Goregaon East, Mumbai","Coco Cafe Oberoi Mall, Goregaon East, Mumbai",19.17381,72.86059
The Bayview Restaurant - Marine Plaza,"North Indian, Mughlai, Fast Food, Pizza, Biryani",4.0,"₹4,000 for two","Marine Plaza, Marine Lines, Mumbai","The Bayview Restaurant - Marine Plaza Marine Plaza, Marine Lines, Mumbai",18.94244,72.82688
Pibatie,"Cafe, Italian, Pasta, Mexican, Fast Food, Desserts, Coffee, Beverages",4.5,₹800 for two,"Borivali West, Mumbai","Pibatie Borivali West, Mumbai",19.22161,72.84763
Seesaw,"Middle Eastern, Continental, Mediterranean, Healthy Food, Beverages, Desserts",4.6,"₹2,000 for two","Jio World Drive, Bandra Kurla Complex, Mumbai","Seesaw Jio World Drive, Bandra Kurla Complex, Mumbai",19.05289,72.84931
Gaylord,"North Indian, Continental, Fast Food, Seafood, Italian, Biryani, Desserts, Beverages",3.8,"₹3,000 for two","Churchgate, Mumbai","Gaylord Churchgate, Mumbai",18.933,72.82613
Cecconi's,"Italian, Pizza, Finger Food",3.7,"₹4,000 for two","Santacruz West, Mumbai","Cecconi's Santacruz West, Mumbai",19.09018,72.82735
Chantilly,"Bakery, Waffle, Desserts, Coffee",4.3,₹850 for two,"Pali Hill, Bandra West, Mumbai","Chantilly Pali Hill, Bandra West, Mumbai",19.06217,72.82969
Persia Darbar,"North Indian, Mughlai, Chinese, Asian, Seafood, Shawarma, Desserts, Beverages",4.4,"₹1,700 for two","Malad West, Mumbai","Persia Darbar Malad West, Mumbai",19.18872,72.8348
Spice It - Ibis,"Continental, North Indian, Biryani, Asian, Pizza, Italian, Desserts, Beverages",4.0,"₹2,000 for two","Khopat, Thane West, Thane","Spice It - Ibis Khopat, Thane West, Thane",19.2079,72.96399
The Game Palacio,"Pizza, Sushi, Asian",4.2,"₹2,400 for two","Linking Road, Bandra West, Mumbai","The Game Palacio Linking Road, Bandra West, Mumbai",19.0608,72.83456
India Bistro,"North Indian, Bar Food, Mughlai, Biryani, Desserts, Beverages",4.5,"₹1,800 for two","Chembur, Mumbai","India Bistro Chembur, Mumbai",25.22416,55.28576
Moon Palace Restaurant,"Maharashtrian, Oriental, North Indian, Biryani, Chinese, Pizza, Pasta, Desserts",4.2,"₹1,500 for two","Airoli, Navi Mumbai","Moon Palace Restaurant Airoli, Navi Mumbai",19.1522,72.9998
The Butler And The Bayleaf,"North Indian, Awadhi, Kebab, Biryani",4.6,"₹2,500 for two","Hotel King's International, Juhu, Mumbai","The Butler And The Bayleaf Hotel King's International, Juhu, Mumbai",19.10699,72.82606
Surbhi Pure Veg,"North Indian, South Indian, Sandwich, Chinese, Pizza, Italian, Desserts, Beverages",4.1,₹950 for two,"Kandivali East, Mumbai","Surbhi Pure Veg Kandivali East, Mumbai",19.21208,72.87082
Ruby Talkies,"Continental, Italian, North Indian, Salad, Pasta, Healthy Food, Street Food, Desserts",4.5,"₹1,500 for two","Sakinaka, Mumbai","Ruby Talkies Sakinaka, Mumbai",19.10592,72.88464
Mutuswami,"Tea, Coffee, Juices, Beverages, South Indian, Pizza, Sandwich, Street Food",4.1,₹500 for two,"Khar, Mumbai","Mutuswami Khar, Mumbai",19.06699,72.83913
Thyme & Whisk,"North Indian, Continental, Asian, Italian, Salad, Fast Food, Desserts",4.0,"₹1,400 for two","Atria Mall, Worli, Mumbai","Thyme & Whisk Atria Mall, Worli, Mumbai",18.9912,72.81438
Mamba,"Chinese, Italian, Asian, North Indian, Continental, Seafood",4.5,"₹2,300 for two","Manpada, Thane West, Thane","Mamba Manpada, Thane West, Thane",19.22492,72.97582
Malvan Tadka,"Malwani, Seafood, Chinese, North Indian, Mughlai, Kebab, Desserts, Biryani",4.2,"₹1,400 for two","Vashi, Navi Mumbai","Malvan Tadka Vashi, Navi Mumbai",19.06465,72.99996
Yolo Lounge,"Pizza, Pasta, Biryani, Bar Food, Chinese, Oriental, Desserts",4.6,"₹1,500 for two","Wagle Estate, Thane West, Thane","Yolo Lounge Wagle Estate, Thane West, Thane",19.19745,72.95565
Lil Gamby Pizza Shop And Bar,"Pizza, Sandwich, Pasta, Beverages, Coffee",4.7,₹500 for two,"Khar, Mumbai","Lil Gamby Pizza Shop And Bar Khar, Mumbai",19.0727,72.87591
Mountain Goat Cafe,"Momos, Chinese, Nepalese, Asian",3.9,"₹1,000 for two","Bandstand, Bandra West, Mumbai","Mountain Goat Cafe Bandstand, Bandra West, Mumbai",19.04663,72.82544
Chin Chin Chu,"Asian, Japanese, Seafood, Sushi, Chinese, Desserts, Beverages",4.4,"₹2,500 for two","Juhu, Mumbai","Chin Chin Chu Juhu, Mumbai",19.11079,72.8253
Maharaja Bhog,"North Indian, Gujarati, Rajasthani",4.5,"₹1,800 for two","Lower Parel, Mumbai","Maharaja Bhog Lower Parel, Mumbai",19.00129,72.82929
Dobaraa,"North Indian, Asian, Continental, Mangalorean, Bar Food, Lebanese, Chinese, Pizza",3.9,"₹1,800 for two","Phoenix Marketcity, Kurla, Mumbai","Dobaraa Phoenix Marketcity, Kurla, Mumbai",19.08548,72.88678
Mi Casa Su Casa,"Mexican, Desserts, Bar Food, Beverages",4.1,"₹1,800 for two","Andheri Lokhandwala, Andheri West, Mumbai","Mi Casa Su Casa Andheri Lokhandwala, Andheri West, Mumbai",19.14325,72.82472
Goma - Asian Experience,"Japanese, Sushi, Asian, Chinese, Coffee, Desserts",4.6,"₹2,000 for two","Radisson, Goregaon West, Mumbai","Goma - Asian Experience Radisson, Goregaon West, Mumbai",19.17319,72.84498
Casper's Bar And Kitchen,"Bar Food, North Indian, Biryani, Oriental, Salad, Pizza, Desserts, Beverages",4.4,"₹1,750 for two","Satra Plaza, Vashi, Navi Mumbai","Casper's Bar And Kitchen Satra Plaza, Vashi, Navi Mumbai",19.08679,73.00139
Hakkasan,"Cantonese, Asian, Seafood, Desserts",4.6,"₹3,000 for two","Linking Road, Bandra West, Mumbai","Hakkasan Linking Road, Bandra West, Mumbai",19.06246,72.83557
Olive Bar & Kitchen,"Italian, Pizza, Greek, Salad, Fast Food, Desserts",4.1,"₹4,000 for two","Khar, Mumbai","Olive Bar & Kitchen Khar, Mumbai",18.98038,72.8203
Independence Brewing Company,"American, Cafe, Continental, Desserts, Fast Food, Bar Food, Beverages",4.6,"₹2,500 for two","Ventura Building, Powai, Mumbai","Independence Brewing Company Ventura Building, Powai, Mumbai",19.11631,72.90901
Malhar Tribes,"North Indian, Maharashtrian, Andhra, Seafood, Chinese, Italian, Desserts, Beverages",4.6,"₹1,900 for two","Marol, Mumbai","Malhar Tribes Marol, Mumbai",19.11222,72.87929
Bayroute,"Middle Eastern, Arabian",4.8,"₹3,500 for two","Transocean House, Powai, Mumbai","Bayroute Transocean House, Powai, Mumbai",19.11982,72.90723
Canto Restaurant & Banquet,"Continental, Italian, Mexican, American, North Indian, Desserts, Beverages",4.6,"₹2,000 for two","Lower Parel, Mumbai","Canto Restaurant & Banquet Lower Parel, Mumbai",18.99849,72.83065
Thyme & Whisk,"North Indian, Continental, Italian, Asian, Fast Food, Chinese, Desserts",4.2,"₹2,000 for two","Juhu, Mumbai","Thyme & Whisk Juhu, Mumbai",19.10672,72.82634
Mashriq House Of Mandi,"Mandi, Middle Eastern, Mughlai, North Indian, Desserts, Beverages",4.1,"₹1,500 for two","Versova, Andheri West, Mumbai","Mashriq House Of Mandi Versova, Andheri West, Mumbai",19.13103,72.81386
Turkey Junction Restaurant,"Turkish, Arabian, Mughlai, North Indian, Chinese, Desserts, Beverages",4.2,"₹1,000 for two","Bandra Talao, Bandra West, Mumbai","Turkey Junction Restaurant Bandra Talao, Bandra West, Mumbai",19.06135,72.837
Bokka Coffee,"Cafe, Coffee",3.8,₹700 for two,"Pali Hill, Bandra West, Mumbai","Bokka Coffee Pali Hill, Bandra West, Mumbai",19.06493,72.83111
Coast & Bloom,"Seafood, Maharashtrian, South Indian, Asian, Chinese, Desserts",4.5,"₹2,000 for two","Kohinoor Square Mall, Mumbai","Coast & Bloom Kohinoor Square Mall, Mumbai",19.02486,72.84119
Corra,"Continental, Pizza, Pasta, Mexican, Chinese, Coffee, Beverages",4.4,"₹2,000 for two","Oshiwara, Andheri West, Mumbai","Corra Oshiwara, Andheri West, Mumbai",19.14048,72.82773
"One Aura - Pool, Eatery & Bar","Continental, North Indian, Modern Indian, Oriental, Asian, American, Italian",New,"₹2,000 for two","Andheri East, Mumbai","One Aura - Pool, Eatery & Bar Andheri East, Mumbai",19.11698,72.87002
Zoila,"North Indian, Chinese, Continental, Salad, Fast Food, Bar Food, Desserts, Beverages",3.8,"₹1,800 for two","Fun Republic Mall, Veera Desai Area, Mumbai","Zoila Fun Republic Mall, Veera Desai Area, Mumbai",19.13597,72.83586
Kissa Stories Over Food,"Asian, Sushi, Italian, Pizza, Modern Indian, Burger, Desserts, Continental",4.4,"₹1,400 for two","Andheri Lokhandwala, Andheri West, Mumbai","Kissa Stories Over Food Andheri Lokhandwala, Andheri West, Mumbai",19.14762,72.82935
Greenr Cafe,"Cafe, Salad, Pizza, Healthy Food, Italian, Desserts, Beverages",4.9,₹800 for two,"Pali Hill, Bandra West, Mumbai","Greenr Cafe Pali Hill, Bandra West, Mumbai",19.06369,72.82952
Cafe Crema - Peninsula Grand Hotel,"North Indian, Pizza, Sushi, Chinese, Asian, Pasta, Desserts, Beverages",4.3,"₹1,400 for two","Sakinaka, Mumbai","Cafe Crema - Peninsula Grand Hotel Sakinaka, Mumbai",19.1025,72.88865
The Villa Exotic Sip And Cuisine,"North Indian, Continental, Oriental, Kebab, Pizza, Sushi, Chinese, Desserts",3.5,"₹1,400 for two","Borivali West, Mumbai","The Villa Exotic Sip And Cuisine Borivali West, Mumbai",19.21983,72.84169
Saffron & Soy,"North Indian, Chinese, Biryani, Oriental, Continental, Finger Food, Desserts, Beverages",4.4,"₹1,800 for two","Juhu, Mumbai","Saffron & Soy Juhu, Mumbai",19.10137,72.82694
Pritam Da Dhaba,"North Indian, Mughlai, Kebab, Seafood, Biryani, Desserts, Beverages",3.9,"₹1,600 for two","Juhu, Mumbai","Pritam Da Dhaba Juhu, Mumbai",19.09141,72.82785
Ammas Restaurant & Bar,"North Indian, Chinese, Seafood, Fast Food, Mughlai, Desserts, Beverages",4.4,"₹1,000 for two","Near Andheri East Station, Mumbai","Ammas Restaurant & Bar Near Andheri East Station, Mumbai",19.11646,72.85481
Mezcalita Cantina y Tequila Bar,"Mexican, Bar Food, Sandwich, Fast Food, Coffee, Beverages",4.0,"₹1,500 for two","Churchgate, Mumbai","Mezcalita Cantina y Tequila Bar Churchgate, Mumbai",18.93355,72.82579
Sun & Moon Korean Restaurant,"Korean, Bubble Tea, Coffee",4.4,"₹2,500 for two","Worli, Mumbai","Sun & Moon Korean Restaurant Worli, Mumbai",18.9929,72.82223
Tight House,"North Indian, Fast Food, Chinese, Kebab, Pasta, Beverages",3.9,"₹2,500 for two","Borivali West, Mumbai","Tight House Borivali West, Mumbai",19.23233,72.82815
Chef's House,"Asian, Continental, Italian, North Indian, Mughlai, Chinese, Desserts, Beverages",4.1,"₹1,000 for two","Mahakali, Mumbai","Chef's House Mahakali, Mumbai",19.12463,72.864
Kubec,"North Indian, Fast Food, Chinese",4.0,"₹1,000 for two","Powai, Mumbai","Kubec Powai, Mumbai",19.12315,72.90933
Ikka - Pallavi Avida,"North Indian, Chinese, Fast Food",4.4,"₹1,400 for two","Pallavi Avida, Kalamboli, Navi Mumbai","Ikka - Pallavi Avida Pallavi Avida, Kalamboli, Navi Mumbai",19.04331,73.10194
Seven Kitchens - The St. Regis Mumbai,"Chinese, North Indian, Italian, European, Asian, Desserts, Beverages",4.2,"₹5,000 for two","The St. Regis, Lower Parel, Mumbai","Seven Kitchens - The St. Regis Mumbai The St. Regis, Lower Parel, Mumbai",18.99403,72.82461
Heng Bok,Korean,4.0,"₹2,000 for two","Andheri Lokhandwala, Andheri West, Mumbai","Heng Bok Andheri Lokhandwala, Andheri West, Mumbai",19.13775,72.82562
Shifuku Asian Dining & Cocktail Bar,"Asian, Japanese, Chinese, Thai, Korean, Sushi, Desserts",4.5,"₹2,000 for two","Andheri Lokhandwala, Andheri West, Mumbai","Shifuku Asian Dining & Cocktail Bar Andheri Lokhandwala, Andheri West, Mumbai",19.14156,72.82687
The Backyard Brew,"Cafe, Coffee, Burger, Pasta, Continental, Fast Food, Pizza, Sandwich",4.6,"₹1,200 for two","Versova, Andheri West, Mumbai","The Backyard Brew Versova, Andheri West, Mumbai",19.12854,72.82815
Banyan Tree Cafe,"Salad, Healthy Food, Sandwich, Continental, Coffee, Beverages",4.4,₹700 for two,"Fort, Mumbai","Banyan Tree Cafe Fort, Mumbai",18.93523,72.83821
TAP,"Continental, Asian, Italian, Chinese, North Indian, Seafood, Salad, Desserts",4.1,"₹2,200 for two","Times Square, Marol, Mumbai","TAP Times Square, Marol, Mumbai",19.11544,72.85458
Magna - Café & Bar,"Asian, Continental, Mediterranean, Sushi, Lebanese, Pizza, Desserts, Beverages",4.2,"₹2,500 for two","Wagle Estate, Thane West, Thane","Magna - Café & Bar Wagle Estate, Thane West, Thane",19.19285,72.94482
Oye Kake,"North Indian, Ice Cream, Desserts, Beverages",4.2,"₹1,300 for two","Ghatkopar West, Mumbai","Oye Kake Ghatkopar West, Mumbai",19.09943,72.91564
The Munchbox,"Mexican, Continental, Fast Food, North Indian, Chinese, Sichuan, Shake, Beverages",4.4,"₹2,000 for two","Malad West, Mumbai","The Munchbox Malad West, Mumbai",19.19133,72.8347
Samvene - The Bagel Cafe,"Cafe, Coffee, Shake, Beverages, Italian, Continental, Fast Food, Desserts",4.1,"₹1,000 for two","Manpada, Thane West, Thane","Samvene - The Bagel Cafe Manpada, Thane West, Thane",19.19279,72.96752
Boulevard - The Orchid,"North Indian, Continental, Pasta, Pizza, Chinese, Biryani, Seafood, Desserts",4.4,"₹3,000 for two","The Orchid, Vile Parle East, Mumbai","Boulevard - The Orchid The Orchid, Vile Parle East, Mumbai",19.09622,72.85458
Barista Coffee,"Cafe, Coffee, Desserts",3.5,₹600 for two,"Chembur, Mumbai","Barista Coffee Chembur, Mumbai",19.06133,72.90776
Soho House,"Continental, Pizza, Tea",New,"₹2,000 for two","Juhu, Mumbai","Soho House Juhu, Mumbai",19.10556,72.82495
The Homemade Cafe & Bar,"Cafe, Italian, Continental, Pizza, Pasta, Beverages, Desserts",4.4,"₹1,400 for two","Juhu, Mumbai","The Homemade Cafe & Bar Juhu, Mumbai",19.10362,72.82708
House Of KO,"European, Asian, Continental, Salad, Desserts, Pizza, Beverages, Bar Food",4.3,"₹1,800 for two","Chembur, Mumbai","House Of KO Chembur, Mumbai",19.03488,72.89574
Aamchee,"Maharashtrian, Salad, Desserts, Beverages",4.0,"₹1,000 for two","Chowpatty, Mumbai","Aamchee Chowpatty, Mumbai",18.95974,72.81193
The Bandstand Pantry,"Cafe, Healthy Food, Continental, Sandwich, Pizza, Beverages, Shake, Desserts",4.1,"₹1,700 for two","Bandstand, Bandra West, Mumbai","The Bandstand Pantry Bandstand, Bandra West, Mumbai",19.04748,72.81997
China Ming,"Chinese, Sushi, Seafood, Bar Food, Asian, Desserts, Beverages",4.2,"₹1,800 for two","The Hub Mall, Goregaon East, Mumbai","China Ming The Hub Mall, Goregaon East, Mumbai",19.15489,72.85639
California Pizza Kitchen,"Pizza, American, Italian, Pasta, Continental, Salad, Beverages, Desserts",4.2,"₹1,800 for two","Kohinoor Square Mall, Mumbai","California Pizza Kitchen Kohinoor Square Mall, Mumbai",19.11343,72.91284
Cavalry The Lounge,"North Indian, Chinese, Oriental, Italian, Kebab, Beverages",4.3,"₹2,700 for two","Powai, Mumbai","Cavalry The Lounge Powai, Mumbai",19.11864,72.90555
Heritage Kitchen And Bar,"North Indian, Continental",4.5,"₹1,000 for two","Marol, Mumbai","Heritage Kitchen And Bar Marol, Mumbai",19.10829,72.88612
Art House - The Fern Residency,"North Indian, Continental, Chinese, Sandwich, Mughlai, Salad, Desserts, Beverages",4.0,"₹2,500 for two","Chembur, Mumbai","Art House - The Fern Residency Chembur, Mumbai",19.05262,72.89211
Fillo,"North Indian, Chinese, Italian, Continental, Pizza, Beverages",4.5,"₹1,000 for two","Bhayandar, Mumbai","Fillo Bhayandar, Mumbai",19.26089,72.87287
Joshi House,"North Indian, Continental, Italian, Salad, Chinese, Bar Food",3.9,"₹2,000 for two","Pali Hill, Bandra West, Mumbai","Joshi House Pali Hill, Bandra West, Mumbai",19.06341,72.82953
Zima,"Lebanese, Mediterranean, Kebab, Middle Eastern, Arabian, Seafood, Desserts, Beverages",4.3,"₹2,500 for two","Linking Road, Bandra West, Mumbai","Zima Linking Road, Bandra West, Mumbai",19.06246,72.83557
Gymkhana 91 Bar & Kitchen,"North Indian, Japanese, Thai, Burmese, Chinese, Beverages",4.3,"₹1,800 for two","Lower Parel, Mumbai","Gymkhana 91 Bar & Kitchen Lower Parel, Mumbai",18.99215,72.82407
Delhi se,North Indian,4.7,₹200 for two,"Chembur, Mumbai","Delhi se Chembur, Mumbai",19.04554,72.89453
Motodo Pizzeria,"Pizza, Italian, Desserts, Tea, Coffee, Beverages",4.5,"₹1,900 for two","Jio World Drive, Bandra Kurla Complex, Mumbai","Motodo Pizzeria Jio World Drive, Bandra Kurla Complex, Mumbai",19.05289,72.84931
Farmhouse Palladium,"North Indian, Chinese, Asian, Continental, Seafood, Fast Food, Biryani, Desserts",4.4,"₹1,650 for two","Borivali West, Mumbai","Farmhouse Palladium Borivali West, Mumbai",19.24999,72.84804
SodaBottleOpenerWala,"Parsi, North Indian, Street Food, Desserts, Beverages",4.3,"₹1,600 for two","Bandra Kurla Complex, Mumbai","SodaBottleOpenerWala Bandra Kurla Complex, Mumbai",19.06361,72.86214
On The Docks,"Chinese, Continental, Italian, Pizza, Pasta, North Indian, Bar Food, Beverages",4.3,"₹1,200 for two","Fort, Mumbai","On The Docks Fort, Mumbai",18.93892,72.83834
Thane Social,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab, Beverages",4.2,"₹1,800 for two","Viviana Mall, Majiwada, Thane West, Thane","Thane Social Viviana Mall, Majiwada, Thane West, Thane",19.20984,72.97186
Mezzaterra,"Maharashtrian, Fast Food",3.8,"₹1,000 for two","Borivali West, Mumbai","Mezzaterra Borivali West, Mumbai",19.23316,72.85311
5 Spice,"Chinese, Sichuan, Asian, Thai, Seafood",4.0,"₹1,300 for two","CBD-Belapur, Navi Mumbai","5 Spice CBD-Belapur, Navi Mumbai",19.01509,73.04111
Kareem's,"North Indian, Mughlai, Biryani, Rolls, Shawarma",4.7,₹550 for two,"Andheri Lokhandwala, Andheri West, Mumbai","Kareem's Andheri Lokhandwala, Andheri West, Mumbai",19.13775,72.82562
TOT The Bar,"Chinese, Pizza, Pasta, Fast Food, Desserts",3.8,₹600 for two,"Malad West, Mumbai","TOT The Bar Malad West, Mumbai",19.18079,72.84704
Fyole,"Cafe, Desserts, Bakery, Sandwich, Pizza, Salad",4.3,₹900 for two,"Lower Parel, Mumbai","Fyole Lower Parel, Mumbai",18.99424,72.82513
Beans & Beyond - Coffee & Eatery,"Continental, Asian, Italian, Chinese, Mexican, Fast Food, Pizza, Salad",4.2,"₹1,000 for two","CBD-Belapur, Navi Mumbai","Beans & Beyond - Coffee & Eatery CBD-Belapur, Navi Mumbai",19.0157,73.04019
Project Hum,"Salad, Sandwich, Wraps, Desserts, Beverages",4.9,₹950 for two,"Pali Hill, Bandra West, Mumbai","Project Hum Pali Hill, Bandra West, Mumbai",19.06164,72.82898
Journal,"Coffee, Continental, Italian, Bakery",4.3,₹700 for two,"Santacruz West, Mumbai","Journal Santacruz West, Mumbai",19.08303,72.83895
Gurukripa,"North Indian, Mughlai, Chinese, Fast Food, Rolls, Biryani, Kebab, Beverages",4.3,"₹1,700 for two","Powai, Mumbai","Gurukripa Powai, Mumbai",19.11716,72.8897
Smoor,"Asian, Salad, Pizza, Sandwich, Burger, Desserts, Beverages",4.3,₹600 for two,"Reclamation, Bandra West, Mumbai","Smoor Reclamation, Bandra West, Mumbai",19.05083,72.835
Qissa,"North Indian, Biryani, Chinese, Seafood, Desserts",3.7,"₹1,300 for two","Mulund West, Mumbai","Qissa Mulund West, Mumbai",19.17664,72.94497
Khyber,"North Indian, Seafood, Mughlai, Kebab, Desserts",4.0,"₹3,000 for two","Fort, Mumbai","Khyber Fort, Mumbai",18.9283,72.83164
Gallops,"North Indian, Continental, Seafood, Desserts, Beverages",4.1,"₹2,700 for two","Mahalaxmi, Mumbai","Gallops Mahalaxmi, Mumbai",18.98088,72.81713
Breve,"Cafe, Coffee, Continental, Beverages",3.1,₹500 for two,"Bandstand, Bandra West, Mumbai","Breve Bandstand, Bandra West, Mumbai",19.05058,72.82675
Nav Chaitanya,"Malwani, Seafood, Maharashtrian, Desserts",4.6,"₹1,600 for two","4 Bungalows, Mumbai","Nav Chaitanya 4 Bungalows, Mumbai",19.12515,72.83003
Status Veg Restaurant,"North Indian, South Indian, Street Food, Fast Food, Beverages, Shake, Sichuan",4.3,₹950 for two,"Nariman Point, Mumbai","Status Veg Restaurant Nariman Point, Mumbai",18.92567,72.8261
